TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,BOROUGH
Co-op for sale,1750000,3,3,995,Manhattan
Co-op for sale,324900,1,1,900,Manhattan
Condo for sale,2200000,2,2,2035,Manhattan
Condo for sale,1389000,2,2,1043,Manhattan
Co-op for sale,350000,2,1,2184,Manhattan
Co-op for sale,208000,1,1,610,Manhattan
Co-op for sale,775000,3,2,1880,Manhattan
Co-op for sale,699000,1,1,600,Manhattan
Co-op for sale,319000,3,1,2184,Manhattan
Co-op for sale,399000,1,1,2184,Manhattan
Co-op for sale,550000,3,2,1250,Manhattan
House for sale,758000,3,1,1200,Brooklyn
Co-op for sale,225000,3,1,2184,Manhattan
Condo for sale,3595000,3,3,1862,Manhattan
Condo for sale,595000,3,1,660,Manhattan
Co-op for sale,249000,3,1,500,Manhattan
Co-op for sale,265000,1,1,2184,Manhattan
Co-op for sale,1395000,2,1,2184,Manhattan
Co-op for sale,300000,1,1,2184,Manhattan
Co-op for sale,330000,1,2,2184,Manhattan
Condo for sale,747000,11,1,747,Manhattan
Co-op for sale,875000,1,1,2184,Manhattan
Co-op for sale,4995000,4,3,2184,Manhattan
Co-op for sale,1195000,2,2,2184,Manhattan
Co-op for sale,1775000,2,2,2184,Manhattan
Co-op for sale,250000,3,1,2184,Manhattan
Condo for sale,12500000,3,2,4000,Manhattan
Co-op for sale,299000,3,1,2184,Manhattan
Co-op for sale,529000,1,1,2184,Manhattan
Co-op for sale,269000,2,1,2184,Manhattan
Co-op for sale,499000,2,2,2184,Manhattan
Co-op for sale,425000,3,1,450,Manhattan
Co-op for sale,3695000,2,2,1697,Manhattan
Condo for sale,28000000,4,4,5000,Manhattan
Condo for sale,1300000,2,2,1140,Manhattan
Condo for sale,395000,3,1,2184,Manhattan
Condo for sale,9450000,2,3,3918,Manhattan
Co-op for sale,555555,1,1,2184,Manhattan
Condo for sale,995000,3,2,2184,Manhattan
Co-op for sale,650000,1,1,2184,Manhattan
Co-op for sale,2200000,3,3,2195,Manhattan
Condo for sale,925000,2,1,2184,Manhattan
Co-op for sale,48000000,5,2,2184,Manhattan
Co-op for sale,4995000,2,2,2184,Manhattan
House for sale,999999,2,2,1198,Manhattan
Condo for sale,40000000,5,6,7488,Manhattan
Pending,850000,2,1,775,Manhattan
Pending,499000,1,1,615,Manhattan
Co-op for sale,245000,3,1,260,Manhattan
Condo for sale,620000,1,1,430,Manhattan
Co-op for sale,8995000,5,4,5500,Manhattan
Condo for sale,2995000,2,2,1452,Manhattan
Condo for sale,999000,3,1,600,Manhattan
Pending,1299000,4,2,1456,Manhattan
Condo for sale,2000000,1,2,1321,Manhattan
Co-op for sale,465000,2,2,2184,Manhattan
Co-op for sale,789000,2,1,2184,Manhattan
Co-op for sale,4050000,4,3,2184,Manhattan
Condo for sale,1250000,3,2,1281,Manhattan
Co-op for sale,650000,2,1,2184,Manhattan
Co-op for sale,445000,1,1,2184,Manhattan
Co-op for sale,449000,3,1,2184,Manhattan
Co-op for sale,375000,1,1,500,Manhattan
Condo for sale,849000,2,1,720,Manhattan
Co-op for sale,220000,3,1,2184,Manhattan
Pending,350000,1,1,2184,Manhattan
Co-op for sale,299000,3,1,2184,Manhattan
Condo for sale,3345000,2,2,1875,Manhattan
Co-op for sale,775000,1,1,2184,Manhattan
Condo for sale,3345000,2,2,1875,Manhattan
Condo for sale,750000,3,2,1027,Manhattan
Co-op for sale,775000,1,1,2184,Manhattan
Co-op for sale,7495000,6,4,2184,Manhattan
Co-op for sale,395000,1,1,550,Manhattan
Co-op for sale,699000,2,1,800,Manhattan
Condo for sale,2550000,3,2,1525,Manhattan
Condo for sale,799000,1,1,684,Manhattan
Co-op for sale,1650000,1,2,1000,Manhattan
Condo for sale,6750000,3,3,3000,Manhattan
Co-op for sale,395000,3,1,2184,Manhattan
Condo for sale,2800000,2,2,1188,Manhattan
Condo for sale,849500,2,2,975,Manhattan
Co-op for sale,565000,1,1,2184,Manhattan
Condo for sale,999000,2,2,1262,Manhattan
Co-op for sale,399000,3,1,2184,Manhattan
Co-op for sale,895000,2,1,2184,Manhattan
Co-op for sale,285000,3,1,2184,Manhattan
Co-op for sale,735000,1,1,800,Manhattan
Co-op for sale,2950000,2,2,2184,Manhattan
Co-op for sale,899000,2,1,2184,Manhattan
Co-op for sale,5995000,4,4,2184,Manhattan
Co-op for sale,2000000,3,2,1800,Manhattan
Condo for sale,595000,3,1,721,Manhattan
Co-op for sale,770000,2,1,2184,Manhattan
Multi-family home for sale,750000,1,1,630,Manhattan
Co-op for sale,549000,1,1,2184,Manhattan
Co-op for sale,825000,2,1,2184,Manhattan
Townhouse for sale,2900000,3,3,1979,Manhattan
Co-op for sale,825000,2,1,2184,Manhattan
Co-op for sale,545000,1,1,2184,Manhattan
Co-op for sale,1075000,2,2,1250,Manhattan
Pending,998000,3,2,1600,Manhattan
Condo for sale,779000,1,1,517,Manhattan
Condo for sale,1399999,2,2,1041,Manhattan
Condo for sale,11500000,6,7,4908,Manhattan
Condo for sale,1479000,2,1,2184,Manhattan
Co-op for sale,2250000,3,2,2025,Manhattan
Condo for sale,799000,2,2,922,Manhattan
Co-op for sale,1195000,1,2,2184,Manhattan
Co-op for sale,399000,1,1,2184,Manhattan
Pending,1245000,4,3,2388,Staten Island
Co-op for sale,585000,1,1,2184,Manhattan
Co-op for sale,585000,1,1,2184,Manhattan
Co-op for sale,395000,3,1,2184,Manhattan
Co-op for sale,365000,1,1,2184,Manhattan
Co-op for sale,475000,3,1,2184,Manhattan
Co-op for sale,285000,3,1,2184,Manhattan
House for sale,1988800,3,4,2071,Manhattan
Co-op for sale,3300000,2,2,2184,Manhattan
Co-op for sale,3345000,4,4,3000,Manhattan
Co-op for sale,899000,1,2,2184,Manhattan
Condo for sale,5000000,3,3,2162,Manhattan
Co-op for sale,1995000,2,2,1200,Manhattan
Co-op for sale,1295000,2,1,2184,Manhattan
Co-op for sale,1995000,2,2,1200,Manhattan
Co-op for sale,399000,3,1,2184,Manhattan
Co-op for sale,1495000,3,2,1650,Manhattan
Co-op for sale,3400000,3,3,2184,Manhattan
Co-op for sale,675000,3,1,2184,Manhattan
Condo for sale,4200000,3,3,2584,Manhattan
Co-op for sale,455000,1,1,725,Manhattan
Condo for sale,6500000,3,4,2190,Manhattan
Pending,799000,3,1,1200,Manhattan
Co-op for sale,599000,2,2,1350,Manhattan
Co-op for sale,1295000,2,2,2184,Manhattan
Condo for sale,479900,1,1,550,Manhattan
Condo for sale,479900,1,1,550,Manhattan
Co-op for sale,1295000,2,2,2184,Manhattan
Co-op for sale,4400000,3,3,3500,Manhattan
Condo for sale,17500000,7,4,6300,Manhattan
Co-op for sale,599000,1,1,755,Manhattan
Condo for sale,1395000,3,2,1494,Manhattan
Co-op for sale,2850000,3,2,2184,Manhattan
Condo for sale,1499999,2,2,901,Manhattan
Condo for sale,1395000,1,1,2184,Manhattan
Co-op for sale,1495000,4,4,2600,Manhattan
Co-op for sale,325000,4,1,2184,Manhattan
Condo for sale,1995000,2,2,1562,Manhattan
Co-op for sale,430000,3,1,2184,Manhattan
Co-op for sale,329000,1,1,2184,Manhattan
Co-op for sale,825000,1,1,750,Manhattan
Condo for sale,4100000,3,4,2200,Manhattan
Condo for sale,8850000,3,4,5094,Manhattan
Co-op for sale,815000,1,1,630,Manhattan
Condo for sale,2225000,2,2,1420,Manhattan
Co-op for sale,850000,1,1,2184,Manhattan
Co-op for sale,999000,3,1,2184,Manhattan
Co-op for sale,399000,3,2,2184,Manhattan
Co-op for sale,715000,3,1,983,Manhattan
Co-op for sale,1049000,2,1,2184,Manhattan
Co-op for sale,1049000,2,1,2184,Manhattan
Co-op for sale,560000,1,1,700,Manhattan
House for sale,26995000,8,10,8360,Manhattan
Co-op for sale,995000,2,2,2184,Manhattan
Co-op for sale,995000,2,2,2184,Manhattan
Co-op for sale,7195000,3,4,2184,Manhattan
Co-op for sale,259000,3,1,250,Manhattan
Co-op for sale,900000,2,2,2184,Manhattan
Condo for sale,1795000,3,2,1773,Manhattan
Condo for sale,699000,2,2,1519,Manhattan
Co-op for sale,1600000,4,2,2350,Manhattan
Co-op for sale,640000,2,1,2184,Manhattan
Co-op for sale,250000,1,2,740,Bronx
Condo for sale,600000,3,1,2184,Manhattan
Condo for sale,5000000,2,2,2522,Manhattan
Co-op for sale,400000,3,1,2184,Manhattan
Condo for sale,9995000,3,4,2926,Manhattan
Condo for sale,1350000,1,1,850,Manhattan
Co-op for sale,2250000,2,2,2184,Manhattan
Condo for sale,2750000,2,2,1892,Manhattan
Condo for sale,2095000,2,2,1600,Manhattan
Co-op for sale,2500000,3,3,2184,Manhattan
Co-op for sale,1195000,3,2,2184,Manhattan
Co-op for sale,679000,1,1,2184,Manhattan
Co-op for sale,1400000,2,2,2184,Manhattan
Co-op for sale,599000,2,1,1100,Manhattan
Co-op for sale,799000,1,1,2184,Manhattan
Condo for sale,2999999,4,4,3100,Manhattan
Pending,599000,2,3,2184,Manhattan
Co-op for sale,2700000,2,2,2184,Manhattan
Co-op for sale,1695000,4,4,2184,Manhattan
Co-op for sale,799000,2,2,1000,Manhattan
Condo for sale,1200000,2,2,1200,Manhattan
House for sale,6975000,2,2,3050,Manhattan
Condo for sale,1150000,2,2,2184,Manhattan
House for sale,2975000,4,4,2968,Manhattan
Co-op for sale,4000000,3,2,2300,Manhattan
Condo for sale,1175000,1,2,1070,Manhattan
Co-op for sale,435000,3,1,2184,Manhattan
Condo for sale,12500000,4,4,3550,Manhattan
Co-op for sale,600000,1,1,715,Manhattan
Condo for sale,1950000,2,2,1000,Manhattan
Co-op for sale,2000000,3,2,1800,Manhattan
Co-op for sale,400000,3,1,2184,Manhattan
Co-op for sale,839000,3,2,1120,Manhattan
Co-op for sale,995000,3,2,2184,Manhattan
House for sale,950000,1,1,2184,Manhattan
Co-op for sale,2995000,2,2,2184,Manhattan
Co-op for sale,4695000,3,4,2600,Manhattan
Condo for sale,1395000,3,4,2472,Manhattan
Condo for sale,2995000,4,3,2135,Manhattan
Co-op for sale,650000,2,1,1060,Manhattan
Co-op for sale,650000,1,1,2184,Manhattan
Co-op for sale,4800000,3,4,3475,Manhattan
Co-op for sale,845000,1,1,2184,Manhattan
Co-op for sale,415000,3,1,2184,Manhattan
Co-op for sale,5495000,3,2,3000,Manhattan
Co-op for sale,625000,1,1,2184,Manhattan
Co-op for sale,525000,3,1,322,Manhattan
Co-op for sale,450000,1,1,2184,Manhattan
Condo for sale,1795000,2,2,2184,Manhattan
Pending,1250000,2,2,2184,Manhattan
Co-op for sale,3600000,3,4,2184,Manhattan
Co-op for sale,789000,2,1,2184,Manhattan
Condo for sale,1700000,2,2,1135,Manhattan
Co-op for sale,295000,2,1,613,Manhattan
Co-op for sale,625000,1,1,650,Manhattan
Condo for sale,5700000,3,4,2357,Manhattan
Condo for sale,650000,3,1,550,Manhattan
Co-op for sale,550000,1,1,2184,Manhattan
Co-op for sale,299000,3,1,394,Manhattan
House for sale,680000,1,1,2184,Manhattan
Autre_Type,598000,1,1,2184,Manhattan
Condo for sale,990000,1,1,791,Manhattan
Condo for sale,990000,1,1,791,Manhattan
Condo for sale,2300000,1,2,1100,Manhattan
Pending,4999000,3,2,2160,Manhattan
Co-op for sale,3500000,3,2,2184,Manhattan
Condo for sale,8495000,3,4,4781,Manhattan
House for sale,849000,3,3,2184,Brooklyn
Condo for sale,1895000,3,2,1929,Manhattan
Co-op for sale,5500000,3,4,2184,Manhattan
Condo for sale,2195000,3,2,1708,Manhattan
Co-op for sale,675000,1,1,2184,Manhattan
Pending,225000,2,1,600,Manhattan
Condo for sale,5495000,5,4,4014,Manhattan
Condo for sale,555000,3,1,2184,Manhattan
Pending,895000,2,2,1111,Manhattan
Co-op for sale,995000,3,2,1300,Manhattan
Co-op for sale,945000,2,1,2184,Manhattan
Co-op for sale,475000,1,1,2184,Manhattan
Co-op for sale,1450000,2,2,2184,Manhattan
Co-op for sale,595000,1,1,2184,Manhattan
Condo for sale,15500000,5,5,4193,Manhattan
Condo for sale,8950000,2,2,2270,Manhattan
Condo for sale,1295000,2,2,1160,Manhattan
Co-op for sale,599000,1,1,800,Manhattan
Condo for sale,540000,3,1,509,Manhattan
Co-op for sale,1195000,2,2,2184,Manhattan
Condo for sale,1995000,2,3,1838,Manhattan
Condo for sale,15000000,4,4,2184,Manhattan
Condo for sale,520000,2,1,741,Manhattan
Condo for sale,500000,1,1,720,Manhattan
Co-op for sale,2795000,4,2,2184,Manhattan
Co-op for sale,315000,2,1,2184,Manhattan
Co-op for sale,865000,1,1,2184,Manhattan
Condo for sale,700000,1,2,900,Manhattan
Co-op for sale,865000,1,1,2184,Manhattan
Co-op for sale,280000,3,1,2184,Manhattan
Condo for sale,3890000,3,4,2446,Manhattan
Co-op for sale,779000,1,1,800,Manhattan
Co-op for sale,7500000,3,2,6000,Manhattan
Condo for sale,1750000,3,2,1494,Manhattan
Condo for sale,4295000,3,2,2615,Manhattan
Co-op for sale,425000,3,1,2184,Manhattan
Condo for sale,1950000,3,3,1300,Manhattan
Co-op for sale,600000,2,2,900,Manhattan
Co-op for sale,749000,1,1,2184,Manhattan
Co-op for sale,750000,2,2,2184,Manhattan
Co-op for sale,825000,1,2,1100,Manhattan
Condo for sale,4750000,4,4,4100,Manhattan
Co-op for sale,899999,2,1,2184,Manhattan
Condo for sale,3995000,3,3,1637,Manhattan
Pending,749000,1,1,2184,Manhattan
Pending,675000,3,0,2780,Manhattan
Condo for sale,4595000,4,4,3052,Manhattan
Pending,675000,3,0,2780,Manhattan
Condo for sale,6500000,2,2,1639,Manhattan
Condo for sale,2249000,2,3,2321,Manhattan
Pending,399000,2,1,2184,Manhattan
Co-op for sale,1950000,2,2,2184,Manhattan
Co-op for sale,800000,1,1,2184,Manhattan
Co-op for sale,360000,2,1,2184,Manhattan
Condo for sale,2200000,2,2,1308,Manhattan
Pending,299000,3,1,2184,Manhattan
Condo for sale,1949000,2,2,1288,Manhattan
Contingent,695000,3,1,650,Manhattan
Co-op for sale,1030000,2,2,1077,Manhattan
Co-op for sale,699999,1,2,2184,Manhattan
Condo for sale,1750000,1,1,937,Manhattan
Co-op for sale,300000,1,1,2184,Manhattan
Co-op for sale,875000,1,2,2184,Manhattan
Co-op for sale,375000,3,1,2184,Manhattan
Condo for sale,1000000,1,1,773,Manhattan
Co-op for sale,495000,1,1,2184,Manhattan
Co-op for sale,1274000,3,2,2184,Manhattan
Pending,1250000,1,1,2184,Manhattan
Co-op for sale,749900,3,1,830,Manhattan
Condo for sale,2595000,3,3,1449,Manhattan
Co-op for sale,2695000,3,3,2184,Manhattan
Co-op for sale,699000,1,1,2184,Manhattan
Co-op for sale,2425000,2,2,1300,Manhattan
Pending,729000,2,1,2184,Manhattan
Co-op for sale,595000,1,2,2184,Manhattan
Co-op for sale,675000,1,1,2184,Manhattan
Contingent,895000,2,1,520,Manhattan
Condo for sale,3995000,4,3,2578,Manhattan
Condo for sale,1999999,4,3,2729,Manhattan
Co-op for sale,3370000,2,2,2184,Manhattan
Condo for sale,1086300,2,1,780,Manhattan
Co-op for sale,449000,2,1,2184,Manhattan
Co-op for sale,449000,2,1,2184,Manhattan
Co-op for sale,6400000,3,4,2184,Manhattan
Co-op for sale,1150000,1,1,2184,Manhattan
Co-op for sale,4500000,2,2,1800,Manhattan
Condo for sale,7995000,3,4,2184,Manhattan
Co-op for sale,1425000,2,2,2184,Manhattan
Co-op for sale,1460000,2,2,2184,Manhattan
Multi-family home for sale,938000,5,3,1890,Brooklyn
Condo for sale,1100000,2,2,2184,Manhattan
Condo for sale,5000000,2,2,1780,Manhattan
Co-op for sale,6000000,4,4,2184,Manhattan
Condo for sale,1175000,2,2,1072,Manhattan
Multi-family home for sale,1590000,7,4,1739,Brooklyn
Co-op for sale,550000,2,2,1012,Manhattan
Co-op for sale,3295000,2,2,2184,Manhattan
Co-op for sale,595000,2,1,2184,Manhattan
Co-op for sale,6995000,4,4,2184,Manhattan
Contingent,595000,1,1,2184,Manhattan
Condo for sale,2110000,2,2,1326,Manhattan
Co-op for sale,739000,2,1,2184,Manhattan
Co-op for sale,5900000,3,4,3000,Manhattan
Condo for sale,2700000,3,3,1689,Manhattan
Co-op for sale,550000,3,1,2184,Manhattan
Co-op for sale,2100000,3,3,1968,Manhattan
Co-op for sale,1795000,4,3,2184,Manhattan
Condo for sale,2300000,2,2,1163,Manhattan
Co-op for sale,3495000,3,3,2184,Manhattan
Co-op for sale,439000,1,1,2184,Manhattan
Co-op for sale,425000,3,1,2184,Manhattan
Condo for sale,699900,3,1,558,Manhattan
Condo for sale,1650000,3,2,1493,Manhattan
Co-op for sale,679000,1,1,2184,Manhattan
Co-op for sale,438000,1,1,2184,Manhattan
Co-op for sale,699000,1,1,2184,Manhattan
Condo for sale,699900,3,1,558,Manhattan
Co-op for sale,438000,1,1,2184,Manhattan
Co-op for sale,600000,3,2,1000,Manhattan
Condo for sale,2255000,2,2,1450,Manhattan
Condo for sale,4750000,3,2,2060,Manhattan
Co-op for sale,575000,1,1,850,Manhattan
Co-op for sale,500000,4,1,2184,Manhattan
Co-op for sale,5475000,4,4,2184,Manhattan
Condo for sale,590000,3,1,579,Manhattan
Co-op for sale,1050000,3,2,2184,Manhattan
Condo for sale,838000,3,2,706,Manhattan
Condo for sale,1345000,1,2,752,Manhattan
Co-op for sale,999000,1,1,2184,Manhattan
Condo for sale,995000,3,2,1175,Manhattan
House for sale,880000,2,2,1120,Brooklyn
Co-op for sale,2399000,2,2,2391,Manhattan
Contingent,1495000,3,2,1590,Manhattan
Condo for sale,1385000,1,2,875,Manhattan
Co-op for sale,399000,1,1,2184,Manhattan
Condo for sale,1385000,1,2,875,Manhattan
Co-op for sale,1300000,2,2,2184,Manhattan
Co-op for sale,290000,3,1,2184,Manhattan
Condo for sale,15250000,4,5,4264,Manhattan
Condo for sale,975000,2,1,1164,Manhattan
Co-op for sale,2150000,2,2,2184,Manhattan
Co-op for sale,2250000,2,2,2184,Manhattan
Co-op for sale,399000,3,1,2184,Manhattan
Co-op for sale,1890000,2,2,2184,Manhattan
Condo for sale,9995000,4,4,2918,Manhattan
Co-op for sale,5400000,4,2,3800,Manhattan
Co-op for sale,3395000,2,2,1525,Manhattan
Condo for sale,698000,1,1,721,Manhattan
Condo for sale,1900000,2,2,1035,Manhattan
Condo for sale,2150000,3,3,1315,Manhattan
Co-op for sale,275000,1,1,650,Manhattan
Co-op for sale,2150000,3,2,2300,Manhattan
Co-op for sale,1399000,1,1,2184,Manhattan
Condo for sale,1649000,3,2,2184,Manhattan
Condo for sale,845000,1,1,692,Manhattan
Condo for sale,995000,1,1,2184,Manhattan
Co-op for sale,565000,4,1,1024,Manhattan
Condo for sale,4995000,3,4,3750,Manhattan
Condo for sale,1599000,2,2,1400,Manhattan
Co-op for sale,499000,3,1,2184,Manhattan
Condo for sale,879000,2,2,1278,Manhattan
Co-op for sale,650000,1,1,800,Manhattan
Condo for sale,875000,3,1,294,Manhattan
Co-op for sale,2350000,2,2,2184,Manhattan
Co-op for sale,6995000,4,4,2184,Manhattan
Condo for sale,1475000,2,3,1397,Manhattan
Condo for sale,1225000,2,2,1050,Manhattan
Condo for sale,2999999,2,2,1770,Manhattan
Co-op for sale,679000,1,1,700,Manhattan
Condo for sale,1475000,2,3,1397,Manhattan
Condo for sale,1225000,2,2,1050,Manhattan
Condo for sale,2999999,2,2,1770,Manhattan
Co-op for sale,800000,1,1,2184,Manhattan
Co-op for sale,525000,1,1,715,Manhattan
Co-op for sale,599000,1,1,600,Manhattan
Co-op for sale,629000,1,1,2184,Manhattan
Co-op for sale,1100000,2,1,980,Manhattan
Condo for sale,695000,2,2,889,Manhattan
Condo for sale,650000,1,1,776,Manhattan
Co-op for sale,1695000,3,3,1818,Manhattan
Co-op for sale,1200000,2,2,2184,Manhattan
Co-op for sale,4675000,4,2,2184,Manhattan
Condo for sale,4495000,3,3,2012,Manhattan
Co-op for sale,462900,3,1,2184,Manhattan
Co-op for sale,350777,1,1,2184,Manhattan
Co-op for sale,700000,4,1,1500,Manhattan
Co-op for sale,550000,2,1,2184,Manhattan
Co-op for sale,2950000,4,2,2184,Manhattan
Condo for sale,9995000,3,4,2950,Manhattan
Co-op for sale,935000,1,1,2184,Manhattan
Co-op for sale,935000,1,1,2184,Manhattan
Co-op for sale,860000,3,2,1118,Manhattan
Co-op for sale,4650000,4,4,2184,Manhattan
Co-op for sale,1200000,1,1,2184,Manhattan
Condo for sale,2175000,2,2,1666,Manhattan
Condo for sale,2795000,3,3,1689,Manhattan
Co-op for sale,45000000,5,2,2184,Manhattan
Co-op for sale,1995000,3,2,2184,Manhattan
Co-op for sale,7250000,4,4,2184,Manhattan
Condo for sale,600000,1,1,600,Manhattan
Co-op for sale,1250000,1,1,1300,Manhattan
House for sale,1299800,4,4,2600,Staten Island
Condo for sale,649000,1,1,665,Manhattan
Condo for sale,4145000,2,2,1593,Manhattan
Condo for sale,15500000,4,4,4064,Manhattan
Co-op for sale,395000,3,1,2184,Manhattan
Co-op for sale,3125000,2,2,1804,Manhattan
Condo for sale,570000,3,1,515,Manhattan
Co-op for sale,599000,3,1,868,Manhattan
Co-op for sale,950000,2,2,2184,Manhattan
Condo for sale,1950000,1,2,1117,Manhattan
Condo for sale,1950000,1,2,1117,Manhattan
Condo for sale,1450000,3,2,1117,Manhattan
Co-op for sale,599000,3,1,2184,Manhattan
Co-op for sale,945000,2,1,2184,Manhattan
Co-op for sale,389000,1,1,2184,Manhattan
Condo for sale,7600000,4,4,3216,Manhattan
Condo for sale,575000,1,1,1073,Manhattan
Co-op for sale,350000,2,1,850,Manhattan
Condo for sale,7600000,4,4,3216,Manhattan
Co-op for sale,410000,3,1,766,Manhattan
Co-op for sale,995000,2,1,1000,Manhattan
Contingent,984900,3,5,2532,Staten Island
Condo for sale,900000,2,2,951,Manhattan
Condo for sale,5100000,2,2,1676,Manhattan
Condo for sale,8500000,3,3,2080,Manhattan
Condo for sale,950000,3,1,660,Manhattan
Co-op for sale,600000,3,1,2184,Manhattan
Co-op for sale,629000,2,1,2184,Manhattan
Co-op for sale,3395000,2,2,1800,Manhattan
Co-op for sale,549000,3,1,2184,Manhattan
Condo for sale,6998000,4,4,3000,Manhattan
Co-op for sale,750000,3,3,2184,Manhattan
Co-op for sale,324900,1,1,665,Manhattan
Condo for sale,870000,1,1,620,Manhattan
Pending,375000,1,1,2184,Manhattan
Pending,375000,1,1,2184,Manhattan
Co-op for sale,2800000,2,2,2184,Manhattan
Pending,950000,1,1,2184,Manhattan
Condo for sale,1025000,1,1,787,Manhattan
Condo for sale,2449000,3,2,1744,Manhattan
Condo for sale,700000,3,1,474,Manhattan
Co-op for sale,700000,2,1,900,Manhattan
Condo for sale,2350000,4,2,1847,Manhattan
Condo for sale,5350000,3,4,2491,Manhattan
Co-op for sale,800000,2,1,900,Manhattan
Condo for sale,1750000,1,1,2184,Manhattan
Co-op for sale,425000,3,1,2184,Manhattan
Condo for sale,2400000,2,2,1375,Manhattan
Co-op for sale,5995000,3,2,4200,Manhattan
Co-op for sale,369000,3,1,2184,Manhattan
